UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P1100;P1101_1;P1101_2;P1101_3;P1101_4;P1101_5;P1101_6;P1101_7;P1101_8;P1101_9;P1101_10;P1101_99;P1102;P1103;P1104_1;P1104_2;P1104_3;P1104_4;P1104_5;P1104_6;P1104_7;P1104_8;P1104_9;P1104_10;P1104_11;P1104_99;P1105;P1106_1;P1106_2;P1106_3;P1106_4;P1106_5;P1106_6;P1106_7;P1106_8;P1106_9;P1106_10;P1106_11;P1106_12;P1106_13;P1106_14;P1106_15;P1106_16;P1106_17;P1106_99;P1107A;P1107B;P1108;P1109_1;P1109_2;P1109_3;P1109_4;P1109_5;P1109_6;P1109_7;P1109_8;P1109_9;P1109_10;P1109_11;P1109_12;P1109_13;P1109_99;P1110;P1111_1;P1111_2;P1111_3;P1111_4;P1111_5;P1111_9;P1112_1;P1112_2;P1112_3;P1112_4;P1112_5;P1112_6;P1112_7;P1112_9;P1113_1;P1113_2;P1113_3;P1113_4;P1113_5;P1113_6;P1113_7;P1113_8;P1113_9;P1114_1;P1114_2;P1114_3;P1114_4;P1114_5;P1114_6;P1114_7;P1114_8;P1114_9;P1114_10;P1114_11;P1114_12;P1114_99;P1115;P1116;P1117;P1118;P1119_1;P1119_2;P1119_3;P1119_4;P1119_5;P1119_6;P1119_7;P1119_8;P1119_9;P1119_10;P1119_11;P1119_12;P1119_99;P1120A;P1120B;P1120C;P1120D;P1120E;P1120F;P1121;P1122;FEX_MUJER
27294;21;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;680
27349;1;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;868
27349;4;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;517
27349;5;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;606
27349;10;1;2021;6;14;3;1;1; ;3; ; ; ; ; ; ; ; ; ; ;1; ; ;4; ; ;7; ; ; ; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;9; ; ; ; ;1;1;1;2; ; ; ;4; ; ; ; ; ; ; ; ; ;1;1;1;1;1;3;1;4;575
27349;14;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;434
27349;20;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;517
27349;22;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;575
27349;23;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ;6; ;8; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ;6; ;1;1; ; ; ; ; ;6; ; ; ; ; ; ; ;3;3;3;3;3;3;1;4;606
27471;2;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;361
27471;6;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;283
27471;11;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;404
27471;13;1;2021;1;14;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;8; ; ; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1030
27471;15;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1006
27471;20;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;378
27471;25;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;404
27471;28;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;322
27471;34;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;7; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;6; ;1;4; ; ; ; ; ; ; ; ; ;10;11; ; ;3;3;3;3;3;3;1;2;268
27471;37;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;257
27538;2;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;7; ; ; ; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ;6; ;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;3;435
27538;8;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;594
27538;17;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1759
27538;20;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;458
27538;21;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ;6;7; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;1;1;4;440
27538;24;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;458
27538;26;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;3;4; ; ; ; ;9; ; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;4; ; ; ; ; ; ; ;8; ;10;11; ; ;1;1;1;1;1;1;1;4;440
27538;28;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;4;855
27538;30;1;2021;6;14;3;1; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ;6;7; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;4; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;428
27538;31;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ;5;6; ; ;9; ; ; ;6; ; ; ; ; ;6; ; ; ; ;11; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;451
27636;2;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;469
27636;4;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;1;1;3;1;6; ;2402
27636;6;1;2021;6;14;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;8; ; ; ; ;6; ; ; ; ; ;6; ; ; ; ;11; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1923
27636;7;1;2021;6;14;3;1; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ;6;7; ; ; ; ; ;6; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;6; ;1;4;1; ; ; ; ; ; ; ; ; ;11; ; ;3;3;3;3;3;3;1;3;477
27636;11;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;938
27636;17;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;962
27636;20;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;469
27636;25;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;417
27636;27;1;2021;6;14;3;1; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ;6; ;1;4; ; ; ; ; ; ; ; ; ; ;11; ; ;3;3;3;3;3;3;1;3;350
27636;30;1;2021;6;14;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;317
27676;15;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;7; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;4; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;3;1189
27676;19;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;7; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;523
27676;22;1;2021;1;14;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;3; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;545
27676;24;1;2021;1;14;2;1; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ;4; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;1;2; ; ; ;4; ; ; ;8; ; ; ; ; ;3;3;3;3;3;3;1;3;525
27676;31;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;525
27676;34;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;4; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;3;545
27676;51;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;1;4; ; ; ; ; ; ; ;8; ; ; ; ; ;3;3;3;3;3;3;6; ;1842
27676;55;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;4;1; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;3;525
27676;65;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;567
27676;89;1;2021;1;14;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;921
