UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P801;P802;P803;P804;FEX_MUJER
15360;24;1;2021;6;9;3;3;1;1;1;1957
15360;26;1;2021;6;9;3;3;3;3;3;387
15360;29;1;2021;6;9;3;2;2;1;3;387
15360;34;1;2021;6;9;3;1;2;3;3;557
15360;46;1;2021;6;9;3;3;3;3;3;573
15373;15;1;2021;1;9;2;3;3;2;8;408
15373;18;1;2021;1;9;2;3;3;3;3;273
15373;25;1;2021;1;9;2;3;2;2;2;1224
15373;33;1;2021;1;9;2;3;1;1;1;408
15373;35;1;2021;1;9;2;3;3;3;3;766
15373;40;1;2021;1;9;2;3;1;3;3;430
15373;41;1;2021;1;9;2;1;1;1;1;1594
15373;48;1;2021;1;9;2;3;3;3;3;318
15422;5;1;2021;6;9;3;3;1;1;1;668
15422;6;1;2021;6;9;3;3;3;3;3;743
15422;12;1;2021;6;9;3;2;2;1;1;365
15422;14;1;2021;6;9;3;3;1;1;1;1115
15422;15;1;2021;6;9;3;3;3;3;1;252
15422;16;1;2021;6;9;3;3;1;1;3;1115
15422;24;1;2021;6;9;3;3;3;1;3;376
15422;28;1;2021;6;9;3;3;3;1;3;668
15422;29;1;2021;6;9;3;3;1;1;1;731
15422;30;1;2021;6;9;3;2;2;1;3;743
15609;5;1;2021;6;9;3;3;3;3;3;485
15609;7;1;2021;6;9;3;1;1;1;3;331
15609;9;1;2021;6;9;3;3;3;3;3;333
15609;10;1;2021;6;9;3;3;3;1;3;661
15609;11;1;2021;6;9;3;3;3;3;3;218
15609;14;1;2021;6;9;3;3;3;3;3;333
15609;15;1;2021;6;9;3;1;3;3;3;219
15609;16;1;2021;6;9;3;3;1;1;1;643
15609;25;1;2021;6;9;3;3;1;3;3;650
15609;27;1;2021;6;9;3;2;2;3;1;218
15770;3;1;2021;1;10;2;3;2;2;2;407
15770;4;1;2021;1;10;2;3;3;3;3;595
15770;17;1;2021;1;10;2;1;1;3;3;359
15770;25;1;2021;1;10;2;1;1;1;1;298
15770;29;1;2021;1;10;2;1;1;2;2;381
15770;31;1;2021;1;10;2;3;3;3;3;1796
15770;33;1;2021;1;10;2;3;3;3;3;359
15770;36;1;2021;1;10;2;3;3;3;3;381
15770;37;1;2021;1;10;2;3;3;3;3;407
15781;3;1;2021;1;10;2;3;3;3;3;395
15781;14;1;2021;1;10;2;3;3;3;3;371
15781;20;1;2021;1;10;2;3;8;1;3;873
15781;23;1;2021;1;10;2;1;1;1;3;371
15781;25;1;2021;1;10;2;3;1;1;3;362
15781;28;1;2021;1;10;2;3;2;3;3;436
15781;29;1;2021;1;10;2;1;1;1;3;395
15781;30;1;2021;1;10;2;3;3;3;3;306
15781;36;1;2021;1;10;2;3;3;3;3;781
15781;42;1;2021;1;10;2;3;1;3;3;816
15835;1;1;2021;1;10;2;3;3;3;3;452
15835;8;1;2021;1;10;2;3;3;3;3;438
15835;14;1;2021;1;10;2;3;3;3;3;802
15835;16;1;2021;1;10;2;1;1;1;1;1356
15835;18;1;2021;1;10;2;3;3;3;3;320
15835;21;1;2021;1;10;2;3;1;3;3;386
15835;28;1;2021;1;10;2;3;3;3;3;875
15974;7;1;2021;1;10;2;3;3;3;3;266
15974;9;1;2021;1;10;2;3;3;3;3;576
15974;19;1;2021;1;10;2;3;1;3;1;277
15974;20;1;2021;1;10;2;1;1;3;1;623
15974;25;1;2021;1;10;2;3;1;1;2;576
15974;27;1;2021;1;10;2;3;3;3;3;667
15974;32;1;2021;1;10;2;3;1;3;1;266
15974;34;1;2021;1;10;2;3;3;3;3;277
15974;37;1;2021;1;10;2;3;3;3;3;190
15974;47;1;2021;1;10;2;3;1;3;3;312
16039;1;1;2021;1;10;2;3;3;3;3;860
16039;15;1;2021;1;10;2;3;3;3;3;860
16039;17;1;2021;1;10;2;3;3;3;3;906
16039;24;1;2021;1;10;2;2;3;2;2;841
16039;29;1;2021;1;10;2;3;1;3;3;1013
16039;45;1;2021;1;10;2;3;1;1;1;841
16113;25;1;2021;1;10;2;3;3;3;3;666
16113;29;1;2021;1;10;2;3;3;3;3;1409
16113;31;1;2021;1;10;2;3;3;3;3;834
16113;40;1;2021;1;10;2;3;3;3;3;705
16113;46;1;2021;1;10;2;3;1;3;3;2009
16113;65;1;2021;1;10;2;3;3;3;3;1820
16113;79;1;2021;1;10;2;2;2;2;2;939
16180;2;1;2021;1;10;2;1;1;3;3;1141
16180;4;1;2021;1;10;2;1;1;1;1;529
16180;17;1;2021;1;10;2;3;3;1;3;1914
16180;21;1;2021;1;10;2;3;3;3;3;510
16180;34;1;2021;1;10;2;3;3;3;3;596
16180;51;1;2021;1;10;2;3;3;3;3;1733
16180;53;1;2021;1;10;2;3;1;1;1;423
16180;54;1;2021;1;10;2;1;1;1;1;510
16180;61;1;2021;1;10;2;3;3;3;3;510
16180;73;1;2021;1;10;2;3;3;3;3;510
16188;6;1;2021;1;10;2;1;1;1;1;674
16188;9;1;2021;1;10;2;1;1;1;3;1489
16188;25;1;2021;1;10;2;3;3;3;3;595
16188;34;1;2021;1;10;2;3;3;3;3;696
16188;39;1;2021;1;10;2;3;3;1;3;674
16188;43;1;2021;1;10;2;1;1;1;1;1236
16188;46;1;2021;1;10;2;3;3;1;3;618
16188;75;1;2021;1;10;2;3;3;3;3;696
16188;105;1;2021;1;10;2;3;3;3;3;618
16188;113;1;2021;1;10;2;1;1;1;3;696
16334;5;1;2021;1;10;2;3;3;3;3;363
16334;14;1;2021;1;10;2;2;2;3;2;409
16334;17;1;2021;1;10;2;3;1;2;1;874
16334;27;1;2021;1;10;2;2;2;2;2;363
16334;28;1;2021;1;10;2;3;3;3;1;371
16334;33;1;2021;1;10;2;3;3;3;3;409
16334;40;1;2021;1;10;2;3;1;8;1;437
16334;58;1;2021;1;10;2;1;1;3;3;378
16334;61;1;2021;1;10;2;3;1;3;3;278
16364;8;1;2021;1;10;2;3;3;3;3;395
16364;11;1;2021;1;10;2;3;3;2;2;1186
16364;14;1;2021;1;10;2;3;1;1;1;764
16364;16;1;2021;1;10;2;2;3;3;3;413
16364;18;1;2021;1;10;2;3;2;1;1;382
16364;30;1;2021;1;10;2;3;3;3;3;395
16364;32;1;2021;1;10;2;1;2;1;1;791
16480;4;1;2021;1;10;2;3;1;3;1;222
16480;9;1;2021;1;10;2;3;3;1;1;675
16480;13;1;2021;1;10;2;3;3;3;3;391
16480;23;1;2021;1;10;2;3;3;1;1;391
16480;29;1;2021;1;10;2;3;3;3;3;324
16480;32;1;2021;1;10;2;3;1;3;1;312
16480;34;1;2021;1;10;2;3;3;3;3;332
16480;34;2;2021;1;10;2;3;3;1;1;324
16480;47;1;2021;1;10;2;3;3;3;3;312
16522;9;1;2021;1;10;2;1;2;3;3;619
16522;13;1;2021;1;10;2;3;3;1;3;697
16522;19;1;2021;1;10;2;3;3;1;3;596
16522;22;1;2021;1;10;2;3;3;3;3;697
16522;30;1;2021;1;10;2;3;3;3;3;523
16522;40;1;2021;1;10;2;3;3;3;3;2026
16522;41;1;2021;1;10;2;3;3;3;3;633
16522;43;1;2021;1;10;2;1;1;1;3;633
16640;2;1;2021;1;10;2;3;3;3;3;490
16640;4;1;2021;1;10;2;3;3;3;3;697
16640;9;1;2021;1;10;2;1;1;1;1;512
16640;20;1;2021;1;10;2;3;3;3;3;490
16640;22;1;2021;1;10;2;3;3;3;3;769
16640;24;1;2021;1;10;2;3;3;3;3;548
16640;34;1;2021;1;10;2;3;3;1;1;1397
16640;46;1;2021;1;10;2;3;3;1;1;363
16640;48;1;2021;1;10;2;3;3;1;1;455
16640;50;1;2021;1;10;2;3;3;3;3;455
16665;14;1;2021;1;10;2;3;3;3;3;1279
16665;22;1;2021;1;10;2;3;2;1;2;640
16665;23;1;2021;1;10;2;1;1;1;1;1929
16665;33;1;2021;1;10;2;3;3;3;3;1929
16665;40;1;2021;1;10;2;3;3;3;3;800
16665;46;1;2021;1;10;2;1;1;1;1;769
16665;48;1;2021;1;10;2;3;3;3;3;902
16665;64;1;2021;1;10;2;3;3;3;3;834
16741;2;1;2021;1;10;2;3;3;3;3;550
16741;6;1;2021;1;10;2;3;3;3;3;776
16741;20;1;2021;1;10;2;3;3;3;8;830
16741;22;1;2021;1;10;2;3;1;3;3;830
16741;70;1;2021;1;10;2;2;2;2;2;776
16741;77;1;2021;1;10;2;3;3;1;3;705
16741;79;1;2021;1;10;2;3;1;3;1;1989
16741;89;1;2021;1;10;2;3;3;3;3;663
16758;14;1;2021;1;10;2;3;3;3;3;820
16758;48;1;2021;1;10;2;3;1;3;1;701
16758;53;1;2021;1;10;2;1;1;1;1;2184
16758;54;1;2021;1;10;2;3;3;3;3;820
16758;57;1;2021;1;10;2;1;2;2;2;820
16758;67;1;2021;1;10;2;1;1;3;3;701
16758;87;1;2021;1;10;2;3;1;3;1;877
16758;92;1;2021;1;10;2;3;3;3;3;728
16758;98;1;2021;1;10;2;3;2;2;2;1641
16758;114;1;2021;1;10;2;3;1;3;1;701
16859;5;1;2021;1;10;2;3;3;3;3;414
16859;30;1;2021;1;10;2;3;1;1;3;490
16859;39;1;2021;1;10;2;3;2;3;2;783
16859;44;1;2021;1;10;2;3;3;3;3;501
16859;51;1;2021;1;10;2;3;1;3;3;534
16859;52;1;2021;1;10;2;3;3;3;3;590
16859;54;1;2021;1;10;2;3;3;3;3;414
16914;1;1;2021;1;10;2;3;3;3;3;246
16914;2;1;2021;1;10;2;2;2;2;2;123
16914;3;1;2021;1;10;2;1;1;1;1;108
16914;4;1;2021;1;10;2;1;1;1;1;216
17007;11;1;2021;1;10;2;3;3;3;3;839
17007;22;1;2021;1;10;2;3;3;3;3;945
17007;27;1;2021;1;10;2;3;3;3;3;575
17007;37;1;2021;1;10;2;3;3;3;3;858
17007;52;1;2021;1;10;2;3;3;1;3;2834
17007;54;1;2021;1;10;2;1;1;2;2;839
17007;59;1;2021;1;10;2;3;3;3;3;1615
17058;2;1;2021;1;10;2;3;3;3;3;602
17058;7;1;2021;1;10;2;3;3;3;3;1153
17058;26;1;2021;1;10;2;3;3;3;3;602
17058;35;1;2021;1;10;2;3;3;3;3;514
17058;42;1;2021;1;10;2;1;1;1;1;452
17058;49;1;2021;1;10;2;3;3;3;3;515
17058;56;1;2021;1;10;2;3;3;3;3;1604
17108;16;1;2021;1;10;2;2;2;2;2;693
17108;22;1;2021;1;10;2;3;3;3;3;346
17108;27;1;2021;1;10;2;2;2;2;2;375
17108;28;1;2021;1;10;2;3;3;3;3;1089
17108;31;1;2021;1;10;2;3;3;3;3;340
17108;39;1;2021;1;10;2;3;3;3;3;333
17108;46;1;2021;1;10;2;3;3;3;3;358
17108;48;1;2021;1;10;2;3;3;3;3;358
17108;51;1;2021;1;10;2;3;3;3;3;375
17108;52;1;2021;1;10;2;3;3;3;3;998
17228;8;1;2021;1;10;2;3;3;3;3;539
17228;21;1;2021;1;10;2;3;3;3;3;1028
17228;24;1;2021;1;10;2;3;3;1;3;564
17228;25;1;2021;1;10;2;3;3;3;3;500
17228;34;1;2021;1;10;2;3;3;3;3;500
17228;41;1;2021;1;10;2;3;3;3;3;500
17228;51;1;2021;1;10;2;3;3;1;3;423
17228;58;1;2021;1;10;2;3;1;3;1;1445
17230;8;1;2021;1;10;2;1;1;3;3;526
17230;18;1;2021;1;10;2;3;3;3;3;263
17230;20;1;2021;1;10;2;3;3;3;3;508
17230;24;1;2021;1;10;2;3;3;3;3;195
17230;25;1;2021;1;10;2;3;3;3;3;266
17230;27;1;2021;1;10;2;1;2;1;1;275
17230;29;1;2021;1;10;2;1;1;2;2;294
17230;30;1;2021;1;10;2;3;3;2;2;334
17230;33;1;2021;1;10;2;3;3;3;3;275
17230;41;1;2021;1;10;2;3;3;1;3;549
17270;5;1;2021;6;10;3;2;2;3;1;543
17270;6;1;2021;6;10;3;3;3;3;3;1046
17270;12;1;2021;6;10;3;3;3;3;3;551
17270;29;1;2021;6;10;3;1;1;1;1;357
17270;32;1;2021;6;10;3;3;3;3;3;529
17270;34;1;2021;6;10;3;3;3;3;3;529
17270;54;1;2021;6;10;3;3;3;3;3;1085
17270;59;1;2021;6;10;3;3;3;3;3;543
17270;60;1;2021;6;10;3;3;3;3;3;470
17270;63;1;2021;6;10;3;1;1;1;1;395
17359;1;1;2021;1;10;2;1;2;1;1;448
17359;11;1;2021;1;10;2;8;8;8;8;1097
17359;24;1;2021;1;10;2;3;3;3;3;406
17359;29;1;2021;1;10;2;1;1;3;3;401
17359;48;1;2021;1;10;2;3;3;3;3;744
17359;52;1;2021;1;10;2;3;3;3;3;570
17359;55;1;2021;1;10;2;3;1;3;3;406
17359;57;1;2021;1;10;2;2;2;3;1;381
17392;5;1;2021;6;10;3;3;3;1;3;595
17392;19;1;2021;6;10;3;3;3;3;3;1234
17392;27;1;2021;6;10;3;3;3;2;2;810
17392;35;1;2021;6;10;3;3;3;3;3;595
17392;37;1;2021;6;10;3;3;3;3;3;806
17392;43;1;2021;6;10;3;1;2;2;2;534
17392;46;1;2021;6;10;3;1;1;1;1;612
17450;7;1;2021;1;10;2;3;2;2;1;394
17450;12;1;2021;1;10;2;3;3;2;2;346
17450;25;1;2021;1;10;2;3;1;1;1;819
17450;28;1;2021;1;10;2;3;3;3;3;788
17450;36;1;2021;1;10;2;3;3;3;3;280
17450;51;1;2021;1;10;2;3;3;3;3;461
17450;53;1;2021;1;10;2;3;2;2;2;441
17450;55;1;2021;1;10;2;3;1;3;3;327
17450;73;1;2021;1;10;2;3;3;3;3;327
17489;1;1;2021;1;10;2;3;3;3;3;300
17489;7;1;2021;1;10;2;3;3;3;3;352
17489;13;1;2021;1;10;2;3;1;3;3;601
17489;18;1;2021;1;10;2;3;3;3;3;301
17489;19;1;2021;1;10;2;3;3;3;3;300
17489;21;1;2021;1;10;2;3;3;1;1;301
17489;28;1;2021;1;10;2;3;3;3;3;312
17489;38;1;2021;1;10;2;3;3;3;3;341
17489;40;1;2021;1;10;2;3;1;1;1;352
17489;41;1;2021;1;10;2;3;3;1;3;376
17566;14;1;2021;1;10;2;3;3;3;3;690
17566;16;1;2021;1;10;2;3;3;3;3;1081
17566;17;1;2021;1;10;2;3;3;3;8;1919
17566;22;1;2021;1;10;2;3;3;3;3;541
17566;31;1;2021;1;10;2;1;3;3;3;640
17566;33;1;2021;1;10;2;3;1;3;3;616
17566;44;1;2021;1;10;2;1;1;1;1;1229
17566;51;1;2021;1;10;2;3;3;3;3;490
17702;5;1;2021;6;10;3;3;3;3;3;431
17702;8;1;2021;6;10;3;1;1;2;2;1416
17702;19;1;2021;6;10;3;1;1;1;1;396
17702;34;1;2021;6;10;3;3;3;3;3;431
17702;37;1;2021;6;10;3;3;3;1;3;431
17702;45;1;2021;6;10;3;3;3;3;3;498
17702;54;1;2021;6;10;3;3;3;1;3;328
17702;57;1;2021;6;10;3;1;3;1;3;485
17733;3;1;2021;1;10;2;2;2;2;2;373
17733;9;1;2021;1;10;2;3;1;3;1;373
17733;11;1;2021;1;10;2;1;3;1;3;339
17733;17;1;2021;1;10;2;3;3;3;3;227
17733;19;1;2021;1;10;2;3;3;3;3;373
17733;22;1;2021;1;10;2;3;3;3;3;345
17733;32;1;2021;1;10;2;3;3;3;3;357
17733;38;1;2021;1;10;2;1;1;1;1;319
17845;1;1;2021;6;10;3;3;3;3;3;301
17845;11;1;2021;6;10;3;1;1;1;1;301
17845;12;1;2021;6;10;3;3;3;3;3;662
17845;14;1;2021;6;10;3;3;3;3;3;301
17845;17;1;2021;6;10;3;3;3;3;3;202
17845;18;1;2021;6;10;3;3;3;1;3;297
17845;24;1;2021;6;10;3;1;3;3;3;405
17845;25;1;2021;6;10;3;1;1;1;1;306
17845;26;1;2021;6;10;3;3;3;3;3;301
17845;31;1;2021;6;10;3;1;1;1;1;313
17885;14;1;2021;6;10;3;3;3;3;3;1942
17885;16;1;2021;6;10;3;3;1;3;1;960
17885;24;1;2021;6;10;3;3;3;3;3;1176
17885;25;1;2021;6;10;3;3;3;3;3;588
17885;38;1;2021;6;10;3;1;1;1;1;439
17885;39;1;2021;6;10;3;3;3;3;3;522
17885;43;1;2021;6;10;3;2;2;1;3;397
17984;1;1;2021;6;10;3;2;2;2;2;209
17984;2;1;2021;6;10;3;3;3;3;3;205
17984;4;1;2021;6;10;3;3;2;3;1;205
17984;5;1;2021;6;10;3;3;3;1;3;211
17984;6;1;2021;6;10;3;3;3;1;3;215
17984;7;1;2021;6;10;3;3;3;3;3;209
17984;8;1;2021;6;10;3;3;3;3;3;220
17984;9;1;2021;6;10;3;3;1;2;3;205
17984;11;1;2021;6;10;3;3;3;1;3;217
18056;3;1;2021;1;10;2;3;3;3;3;1321
18056;16;1;2021;1;10;2;3;1;3;3;727
18056;20;1;2021;1;10;2;3;3;3;3;1982
18056;21;1;2021;1;10;2;3;1;3;3;645
18056;30;1;2021;1;10;2;3;3;3;3;661
18056;38;1;2021;1;10;2;3;1;3;3;1344
18056;40;1;2021;1;10;2;3;3;3;3;1555
18069;1;1;2021;6;10;3;3;3;1;3;532
18069;5;1;2021;6;10;3;3;1;3;1;537
18069;9;1;2021;6;10;3;2;2;2;3;509
18069;10;1;2021;6;10;3;3;3;3;3;509
18069;16;1;2021;6;10;3;3;3;3;3;523
18069;30;1;2021;6;10;3;3;3;3;3;523
18140;8;1;2021;1;10;2;1;1;1;3;920
18140;10;1;2021;1;10;2;3;3;3;3;437
18140;15;1;2021;1;10;2;3;3;3;3;1028
18140;19;1;2021;1;10;2;3;1;3;3;853
18140;31;1;2021;1;10;2;3;3;3;3;889
18140;34;1;2021;1;10;2;3;3;3;3;1442
18140;35;1;2021;1;10;2;3;3;3;3;411
18140;37;1;2021;1;10;2;3;3;3;3;1028
18140;50;1;2021;1;10;2;3;2;2;2;444
18221;2;1;2021;6;10;3;3;3;3;3;475
18221;15;1;2021;6;10;3;1;1;3;3;549
18221;29;1;2021;6;10;3;3;3;3;3;1070
18221;35;1;2021;6;10;3;3;1;1;1;1070
18221;37;1;2021;6;10;3;2;2;1;1;535
18221;39;1;2021;6;10;3;3;3;3;3;475
18221;48;1;2021;6;10;3;3;3;1;3;557
18221;55;1;2021;6;10;3;3;1;3;3;1435
18221;57;1;2021;6;10;3;3;3;3;3;520
18308;8;1;2021;6;10;3;3;3;3;3;1116
18308;9;1;2021;6;10;3;3;3;3;3;372
18308;18;1;2021;6;10;3;3;3;3;3;511
18308;26;1;2021;6;10;3;3;3;3;3;519
18308;29;1;2021;6;10;3;3;3;3;3;485
18308;32;1;2021;6;10;3;3;3;3;3;334
18308;34;1;2021;6;10;3;3;1;3;1;372
18308;35;1;2021;6;10;3;3;3;3;3;507
18373;2;1;2021;6;10;3;3;3;3;3;425
18373;6;1;2021;6;10;3;3;1;3;1;408
18373;10;1;2021;6;10;3;3;3;1;1;362
18373;29;1;2021;6;10;3;2;2;2;2;333
18373;33;1;2021;6;10;3;3;3;3;3;362
18373;34;1;2021;6;10;3;2;2;1;1;408
18373;36;1;2021;6;10;3;3;3;3;3;807
18373;37;1;2021;6;10;3;3;3;1;3;1190
18373;39;1;2021;6;10;3;3;3;3;3;362
18497;3;1;2021;1;10;2;1;1;1;1;1048
18497;6;1;2021;1;10;2;3;3;3;3;1121
18497;7;1;2021;1;10;2;3;3;3;3;1048
18497;16;1;2021;1;10;2;3;3;1;3;1015
18497;25;1;2021;1;10;2;3;3;3;3;1938
18556;4;1;2021;6;10;3;3;3;3;3;798
18556;9;1;2021;6;10;3;1;1;1;1;780
18556;27;1;2021;6;10;3;1;1;1;1;758
18556;71;1;2021;6;10;3;2;2;2;2;780
18556;76;1;2021;6;10;3;3;1;3;3;1533
18556;79;1;2021;6;10;3;3;3;3;3;681
18556;102;1;2021;6;10;3;3;1;3;3;767
18556;105;1;2021;6;10;3;3;1;2;2;681
18556;106;1;2021;6;10;3;3;1;3;1;1560
18588;42;1;2021;1;10;2;3;3;3;3;10282
18588;44;1;2021;1;10;2;3;1;2;1;4108
18588;74;1;2021;1;10;2;3;3;1;3;4267
18588;89;1;2021;1;10;2;8;1;3;1;5141
18588;98;1;2021;1;10;2;3;1;3;3;4656
18637;1;1;2021;6;10;3;1;3;2;2;234
18637;5;1;2021;6;10;3;3;3;3;3;234
18637;9;1;2021;6;10;3;3;3;3;3;180
18637;11;1;2021;6;10;3;1;1;1;1;251
18637;12;1;2021;6;10;3;3;3;3;3;214
18637;16;1;2021;6;10;3;3;3;3;3;180
18637;17;1;2021;6;10;3;1;3;1;3;245
18637;18;1;2021;6;10;3;3;3;1;3;477
18637;19;1;2021;6;10;3;3;3;3;3;214
18731;4;1;2021;6;10;3;1;1;1;1;460
18731;5;1;2021;6;10;3;3;3;3;3;453
18731;9;1;2021;6;10;3;2;2;2;2;450
18731;12;1;2021;6;10;3;3;3;1;3;755
18731;15;1;2021;6;10;3;3;3;3;3;875
18731;17;1;2021;6;10;3;3;3;3;3;330
18731;20;1;2021;6;10;3;3;3;3;3;460
18731;29;1;2021;6;10;3;3;1;3;1;393
18731;43;1;2021;6;10;3;3;3;3;3;453
18857;2;1;2021;6;10;3;3;3;3;3;738
18857;4;1;2021;6;10;3;3;3;3;1;350
18857;8;1;2021;6;10;3;3;3;1;3;369
18857;12;1;2021;6;10;3;3;3;3;3;269
18857;19;1;2021;6;10;3;3;3;3;3;320
18857;21;1;2021;6;10;3;3;1;1;1;375
18857;23;1;2021;6;10;3;3;2;1;1;356
18857;28;1;2021;6;10;3;3;1;3;3;375
18866;8;1;2021;1;10;2;3;3;3;3;429
18866;23;1;2021;1;10;2;3;3;3;3;287
18866;37;1;2021;1;10;2;3;3;3;3;873
18866;41;1;2021;1;10;2;3;3;3;3;472
18866;44;1;2021;1;10;2;3;3;3;3;419
18866;50;1;2021;1;10;2;3;3;3;3;404
18866;52;1;2021;1;10;2;3;3;3;3;575
18866;60;1;2021;1;10;2;3;3;3;3;429
18866;71;1;2021;1;10;2;3;3;3;3;321
18980;4;1;2021;1;11;1;3;3;3;3;684
18980;16;1;2021;1;11;1;3;3;1;3;342
18980;25;1;2021;1;11;1;3;3;3;3;860
18980;38;1;2021;1;11;1;3;3;3;3;893
18980;41;1;2021;1;11;1;3;8;1;1;684
19043;5;1;2021;6;11;3;3;3;2;2;1520
19043;8;1;2021;6;11;3;3;3;3;3;378
19043;16;1;2021;6;11;3;3;3;2;2;921
19043;22;1;2021;6;11;3;3;3;3;3;762
19043;29;1;2021;6;11;3;3;3;3;3;461
19043;37;1;2021;6;11;3;3;3;3;8;1097
19137;1;1;2021;6;11;3;3;3;1;3;541
19137;12;1;2021;6;11;3;3;3;3;3;514
19137;15;1;2021;6;11;3;3;3;1;3;351
19137;18;1;2021;6;11;3;3;3;3;3;533
19137;28;1;2021;6;11;3;3;3;3;3;514
19137;29;1;2021;6;11;3;3;3;3;3;1065
19137;32;1;2021;6;11;3;3;3;3;1;505
19217;12;1;2021;6;11;3;3;1;1;1;1710
19217;29;1;2021;6;11;3;3;3;3;3;512
19217;48;1;2021;6;11;3;3;3;1;3;764
19217;51;1;2021;6;11;3;3;3;3;3;795
19217;65;1;2021;6;11;3;3;3;3;3;678
19217;66;1;2021;6;11;3;3;1;1;3;3021
19217;71;1;2021;6;11;3;3;3;3;3;795
19217;72;1;2021;6;11;3;3;3;3;3;764
19260;3;1;2021;6;11;3;3;3;3;3;122
19260;4;1;2021;6;11;3;3;3;3;3;122
19260;8;1;2021;6;11;3;3;3;3;1;359
19260;12;1;2021;6;11;3;3;3;1;1;186
19260;13;1;2021;6;11;3;3;1;3;1;184
19260;19;1;2021;6;11;3;3;3;3;3;189
19260;21;1;2021;6;11;3;2;2;1;1;490
19260;22;1;2021;6;11;3;3;2;3;1;161
19260;24;1;2021;6;11;3;3;3;3;3;717
19260;25;1;2021;6;11;3;2;2;2;2;161
19292;1;1;2021;1;11;1;3;3;1;1;516
19292;4;1;2021;1;11;1;1;1;1;1;552
19292;17;1;2021;1;11;1;3;3;1;3;1431
19292;23;1;2021;1;11;1;3;3;1;1;2064
19292;34;1;2021;1;11;1;3;3;1;3;732
19292;36;1;2021;1;11;1;3;3;3;3;916
19292;57;1;2021;1;11;1;3;3;3;3;441
19292;58;1;2021;1;11;1;3;3;3;3;441
19292;63;1;2021;1;11;1;3;3;3;3;366
19346;4;1;2021;1;11;1;3;3;3;3;653
19346;7;1;2021;1;11;1;3;3;3;3;229
19346;11;1;2021;1;11;1;3;3;3;3;599
19346;22;1;2021;1;11;1;3;3;1;3;239
19346;35;1;2021;1;11;1;3;3;3;1;306
19346;38;1;2021;1;11;1;3;3;3;1;458
19346;39;1;2021;1;11;1;3;3;1;2;327
19346;49;1;2021;1;11;1;3;3;3;3;506
19346;58;1;2021;1;11;1;3;3;3;3;239
19346;65;1;2021;1;11;1;3;3;3;3;721
19401;1;1;2021;1;11;1;3;1;1;1;746
19401;2;1;2021;1;11;1;3;3;1;1;292
19401;7;1;2021;1;11;1;3;2;2;1;346
19401;8;1;2021;1;11;1;3;1;1;1;354
19401;35;1;2021;1;11;1;3;3;3;3;708
19401;41;1;2021;1;11;1;2;1;1;1;585
19401;49;1;2021;1;11;1;3;1;1;1;530
19401;53;1;2021;1;11;1;2;2;2;2;373
19457;1;1;2021;1;11;1;3;3;3;2;1087
19457;3;1;2021;1;11;1;8;8;3;1;708
19457;6;1;2021;1;11;1;2;2;3;2;271
19457;11;1;2021;1;11;1;3;3;3;3;1044
19457;24;1;2021;1;11;1;3;2;1;1;283
19457;52;1;2021;1;11;1;3;3;3;3;682
19457;54;1;2021;1;11;1;3;2;2;2;399
19457;61;1;2021;1;11;1;3;1;1;1;399
19457;62;1;2021;1;11;1;3;3;2;2;299
19510;7;1;2021;1;11;1;3;3;3;3;2548
19510;35;1;2021;1;11;1;1;1;2;1;2395
19510;36;1;2021;1;11;1;3;3;3;3;1198
19510;40;1;2021;1;11;1;3;3;1;3;1198
19510;43;1;2021;1;11;1;3;3;1;1;3593
19510;54;1;2021;1;11;1;3;1;1;1;2126
19565;7;1;2021;1;11;1;3;3;3;3;498
19565;20;1;2021;1;11;1;3;3;3;3;953
19565;27;1;2021;1;11;1;3;3;3;3;884
19565;30;1;2021;1;11;1;3;1;3;3;1841
19565;32;1;2021;1;11;1;2;2;2;2;964
19565;37;1;2021;1;11;1;3;1;3;3;1768
19565;53;1;2021;1;11;1;3;3;3;3;884
19565;53;2;2021;1;11;1;1;2;1;1;303
19621;1;1;2021;1;11;1;3;1;3;3;1275
19621;22;1;2021;1;11;1;1;2;2;2;529
19621;33;1;2021;1;11;1;3;3;3;3;596
19621;46;1;2021;1;11;1;3;3;2;2;1560
19621;49;1;2021;1;11;1;3;1;3;3;1624
19621;58;1;2021;1;11;1;3;1;1;1;637
19621;75;1;2021;1;11;1;3;3;3;3;1141
19621;78;1;2021;1;11;1;3;3;3;3;447
19621;85;1;2021;1;11;1;1;2;3;3;596
19621;89;1;2021;1;11;1;2;2;3;3;637
19673;1;1;2021;1;11;1;3;3;3;3;581
19673;22;1;2021;1;11;1;3;1;3;3;581
19673;42;1;2021;1;11;1;3;1;3;3;581
19673;58;1;2021;1;11;1;3;3;3;3;658
19673;60;1;2021;1;11;1;3;3;3;3;462
19673;61;1;2021;1;11;1;2;2;2;2;617
19673;69;1;2021;1;11;1;1;2;1;1;581
19673;72;1;2021;1;11;1;3;3;3;3;603
19673;79;1;2021;1;11;1;3;3;3;3;482
19721;8;1;2021;1;11;1;3;3;1;3;503
19721;13;1;2021;1;11;1;3;3;3;3;461
19721;39;1;2021;1;11;1;3;3;3;3;444
19721;56;1;2021;1;11;1;3;3;1;1;472
19721;58;1;2021;1;11;1;2;2;3;2;389
19721;67;1;2021;1;11;1;3;1;1;1;444
19721;81;1;2021;1;11;1;1;1;3;3;519
